participant_number,target_word,target_word_pos,position_time_pairs,file-name,upload-time-stamp,primary_key
107,rouillures,4065,"[[-173, 2.07], [19, 12.6], [19, 12.6], [-1, 16.04], [0, 17.57]]",p107-112432.csv,"2025-11-24 10:30:09.231066",141
108,damasquinerie,1213,"[[-1050, 0.89], [-952, 3.11], [-953, 3.11], [-991, 5.57], [-855, 5.57], [-855, 6.97], [43, 7.63], [-82, 8.47], [10, 13.18], [0, 18.79]]",p108-113028.csv,"2025-11-24 10:35:19.204175",143
108,gaspillages,2038,"[[-2038, 1.12], [-1894, 1.12], [-1806, 3.04], [-1806, 5.05], [-1749, 5.05], [-1661, 5.99], [45, 10.78], [3, 13.11], [0, 14.85]]",p108-113028.csv,"2025-11-24 10:35:19.204175",144
108,guerre,2122,"[[-1998, 0.84], [-1774, 2.38], [-1775, 2.38], [-1629, 3.59], [34, 7.9], [-7, 9.64], [-7, 9.64], [3, 11.28]]",p108-113028.csv,"2025-11-24 10:35:19.204175",145
108,voiture,4854,"[[-4739, 0.56], [-4593, 1.74], [-4594, 1.74], [-4525, 3.53], [-4526, 3.53], [-4390, 4.83], [-4254, 6.82], [-60, 14.33], [-91, 16.1], [-91, 16.12], [-8, 24.29], [0, 27.53]]",p108-113028.csv,"2025-11-24 10:35:19.204175",146
108,dame,1214,"[[-1061, 0.74], [-953, 2.26], [-953, 3.32], [-915, 3.32], [-837, 4.41], [-838, 4.41], [-759, 5.7], [32, 9.52], [21, 9.52], [-10, 10.8], [-10, 10.8], [0, 15.69]]",p108-113028.csv,"2025-11-24 10:35:19.204175",147
108,raison,3691,"[[-3586, 0.87], [-3440, 1.89], [-3441, 1.9], [-3353, 2.75], [-3354, 2.75], [-3343, 3.76], [-3344, 3.76], [-3159, 4.68], [-3159, 5.85], [402, 9.03], [-59, 12.19], [-6, 13.61], [1, 15.96]]",p108-113028.csv,"2025-11-24 10:35:19.204175",148
108,rouillures,4065,"[[-3950, 0.79], [-3951, 2.43], [-3960, 2.43], [91, 4.38], [-213, 7.27], [49, 9.52], [-14, 10.68], [0, 15.45]]",p108-113028.csv,"2025-11-24 10:35:19.204175",149
108,vulvaires,4883,"[[-4730, 0.76], [-4731, 2.48], [-4642, 2.48], [6, 8.52], [-36, 9.43], [1, 17.41]]",p108-113028.csv,"2025-11-24 10:35:19.204175",150
108,récurrence,3783,"[[-3659, 0.69], [-3661, 2.32], [-3574, 2.32], [163, 5.11], [-46, 8.81], [-46, 8.81], [1, 20.59]]",p108-113028.csv,"2025-11-24 10:35:19.204175",151
108,dindon,1466,"[[-1466, 1.57], [52, 4.61], [-2, 8.15]]",p108-113028.csv,"2025-11-24 10:35:19.204175",152
108,vestiaires,4780,"[[-4780, 1.81], [4, 4.79], [-51, 7.19], [1, 17.72]]",p108-113028.csv,"2025-11-24 10:35:19.204175",153
109,vulvaires,4883,"[[-2724, 2.83], [-167, 5.98], [-79, 22.63], [-323, 22.63], [-322, 22.63], [-322, 24.08], [-333, 24.08], [-332, 24.08], [-333, 24.44], [-332, 24.44], [-333, 24.71], [-332, 24.72], [-52, 27.49], [16, 33.57], [16, 33.57], [-6, 35.35], [0, 39.08]]",p109-113544.csv,"2025-11-24 10:42:59.615156",154
109,récurrence,3783,"[[-1411, 1.84], [-259, 5.02], [-143, 6.71], [80, 8.4], [101, 14.29], [101, 14.29], [-2, 30.0], [-2, 30.0], [-1, 31.18]]",p109-113544.csv,"2025-11-24 10:42:59.615156",155
109,gaspillages,2038,"[[547, 2.53], [-528, 2.53], [-121, 3.37], [-121, 4.72], [121, 5.34], [121, 6.64], [-73, 7.7], [-73, 7.7], [-6, 13.94], [2, 17.0], [2, 17.0], [1, 18.51], [1, 18.51], [3, 20.58], [3, 20.58], [-2, 21.84], [0, 23.36]]",p109-113544.csv,"2025-11-24 10:42:59.615156",156
109,galonner,2026,"[[375, 1.94], [-313, 2.76], [-535, 5.22], [-177, 7.44], [6, 16.32], [6, 16.32], [-10, 17.98], [0, 21.52]]",p109-113544.csv,"2025-11-24 10:42:59.615156",157
109,rouillures,4065,"[[-48, 2.72], [7, 9.83], [7, 9.83], [0, 13.49]]",p109-113544.csv,"2025-11-24 10:42:59.615156",158
109,dame,1214,"[[-237, 2.11], [122, 3.86], [122, 3.86], [-8, 14.98], [1, 17.6], [0, 18.71]]",p109-113544.csv,"2025-11-24 10:42:59.615156",159
109,guerre,2122,"[[-535, 2.01], [-312, 3.5], [-70, 4.12], [317, 5.41], [-342, 6.02], [-290, 6.73], [-395, 7.57], [-301, 8.19], [-426, 8.68], [-437, 8.82], [-552, 9.5], [-322, 11.67], [-332, 11.67], [-322, 11.78], [-28, 12.69], [-81, 14.64], [-98, 16.89], [0, 26.27]]",p109-113544.csv,"2025-11-24 10:42:59.615156",160
109,voiture,4854,"[[-526, 7.58], [-953, 7.58], [-304, 8.48], [-303, 9.93], [-265, 11.15], [-264, 11.17], [-71, 14.26], [0, 20.74]]",p109-113544.csv,"2025-11-24 10:42:59.615156",161
109,damasquinerie,1213,"[[248, 4.17], [248, 4.17], [3, 21.02], [-1, 22.69], [0, 23.83]]",p109-113544.csv,"2025-11-24 10:42:59.615156",162
109,raison,3691,"[[365, 1.27], [365, 2.6], [-18, 23.42], [-18, 23.42], [0, 28.0]]",p109-113544.csv,"2025-11-24 10:42:59.615156",163
109,vestiaires,4780,"[[-2070, 1.14], [-1005, 1.86], [-249, 4.27], [-248, 4.27], [13, 7.07], [21, 8.34], [-29, 12.7], [7, 21.73], [40, 28.7], [40, 28.7], [-2, 33.41]]",p109-113544.csv,"2025-11-24 10:42:59.615156",164
109,dindon,1466,"[[-401, 1.89], [-43, 3.27], [19, 10.72], [-1, 13.6], [0, 14.68]]",p109-113544.csv,"2025-11-24 10:42:59.615156",165
110,galonner,2026,"[[-1844, 1.0], [-1639, 2.3], [-1639, 3.32], [-246, 4.78], [-634, 5.31], [214, 6.36], [36, 7.72], [68, 8.74], [-6, 11.57], [5, 11.57], [15, 12.84], [18, 13.55], [0, 19.3]]",p110-114313.csv,"2025-11-24 10:49:15.854138",166
110,vulvaires,4883,"[[-4883, 1.02], [-4583, 1.98], [-4428, 2.63], [6, 6.88], [-256, 7.73], [-131, 10.91], [3, 19.39], [-1, 21.13], [0, 23.21]]",p110-114313.csv,"2025-11-24 10:49:15.854138",167
110,raison,3691,"[[-3499, 0.65], [-3256, 1.97], [-3256, 3.4], [329, 5.66], [-27, 9.4], [4, 11.14], [6, 12.05], [1, 14.31], [1, 14.31], [2, 14.73], [0, 16.73]]",p110-114313.csv,"2025-11-24 10:49:15.854138",168
110,damasquinerie,1213,"[[-1001, 0.82], [-787, 2.73], [-788, 2.73], [-691, 3.76], [211, 5.23], [-72, 6.3], [33, 7.61], [1, 9.39], [33, 10.74], [2, 13.98], [13, 16.12], [0, 19.96], [1, 20.39], [0, 22.23]]",p110-114313.csv,"2025-11-24 10:49:15.854138",169
110,gaspillages,2038,"[[-1797, 0.9], [-1690, 2.49], [-1691, 2.49], [-151, 3.19], [380, 4.7], [-18, 7.15], [3, 8.04], [3, 9.37], [-1, 10.37], [0, 11.89]]",p110-114313.csv,"2025-11-24 10:49:15.854138",170
110,dame,1214,"[[-1050, 2.07], [-964, 2.07], [-885, 3.75], [-886, 3.75], [-692, 4.89], [-692, 5.94], [670, 7.32], [11, 10.65], [11, 11.84], [12, 12.73], [-1, 16.48], [0, 17.99]]",p110-114313.csv,"2025-11-24 10:49:15.854138",171
110,dindon,1466,"[[-1253, 2.01], [-231, 4.07], [-325, 4.82], [-105, 6.08], [-210, 7.16], [41, 9.54], [31, 9.54], [20, 11.1], [-7, 16.38], [1, 18.34], [0, 19.7]]",p110-114313.csv,"2025-11-24 10:49:15.854138",172
110,vestiaires,4780,"[[-4780, 1.19], [-4549, 1.19], [-4325, 2.44], [-90, 6.38], [-1839, 9.29], [14, 12.86], [-28, 14.63], [-17, 16.15], [2, 20.83], [2, 20.83], [0, 22.9]]",p110-114313.csv,"2025-11-24 10:49:15.854138",173
110,rouillures,4065,"[[-3921, 0.87], [-3775, 1.83], [-3776, 1.83], [-3591, 2.97], [-3591, 4.09], [-150, 7.59], [-255, 8.16], [80, 9.49], [-35, 11.0], [-14, 12.33], [1, 16.35], [0, 17.58]]",p110-114313.csv,"2025-11-24 10:49:15.854138",174
110,voiture,4854,"[[-18, 5.6], [-28, 6.02], [14, 8.08], [14, 8.08], [0, 12.04]]",p110-114313.csv,"2025-11-24 10:49:15.854138",175
110,récurrence,3783,"[[-3783, 1.05], [-3561, 2.17], [-3426, 2.17], [-3164, 3.28], [205, 6.2], [-35, 10.48], [-35, 10.48], [1, 17.37], [0, 18.65]]",p110-114313.csv,"2025-11-24 10:49:15.854138",176
110,guerre,2122,"[[-1978, 0.81], [-1822, 1.79], [-1823, 1.79], [-1590, 2.78], [725, 5.34], [-60, 7.07], [3, 9.64], [3, 9.64], [0, 11.5]]",p110-114313.csv,"2025-11-24 10:49:15.854138",177
111,guerre,2122,"[[-2122, 2.51], [-1940, 2.51], [-1940, 4.66], [-1687, 4.66], [-1688, 4.66], [-1690, 6.22], [-1609, 6.22], [87, 8.29], [-7, 13.07], [0, 16.41]]",p111-135223.csv,"2025-12-04 13:09:41.959324",178
111,récurrence,3783,"[[-3783, 1.47], [-3620, 1.49], [-3623, 3.21], [-3328, 3.21], [-3328, 4.61], [-3125, 5.84], [-46, 12.91], [-1, 22.02], [2, 22.98], [0, 25.16]]",p111-135223.csv,"2025-12-04 13:09:41.959324",179
111,damasquinerie,1213,"[[-1213, 2.16], [-942, 3.7], [-798, 3.71], [-584, 5.0], [137, 7.48], [64, 8.79], [17, 11.99], [55, 11.99], [-23, 12.28], [152, 13.12], [156, 14.6], [-11, 20.78], [1, 22.96], [0, 24.47]]",p111-135223.csv,"2025-12-04 13:09:41.959324",180
111,rouillures,4065,"[[-4065, 2.45], [-3823, 3.52], [-3610, 4.62], [-2, 13.31], [1, 14.45], [0, 15.83]]",p111-135223.csv,"2025-12-04 13:09:41.959324",181
111,galonner,2026,"[[-2026, 1.84], [-1873, 1.84], [-1717, 2.86], [-1718, 2.86], [-1610, 3.91], [-1611, 3.91], [-1417, 5.0], [120, 8.06], [-37, 9.93], [10, 13.17], [10, 13.17], [-1, 15.32], [0, 17.0]]",p111-135223.csv,"2025-12-04 13:09:41.959324",182
111,raison,3691,"[[-3691, 1.33], [-3489, 1.33], [-3493, 3.21], [-3401, 3.21], [-3402, 3.21], [-3236, 4.19], [57, 11.17], [86, 14.82], [156, 25.53], [145, 28.54], [148, 31.38], [161, 32.95], [155, 36.22], [-299, 40.12], [-17, 44.15], [-27, 44.15], [-132, 45.67], [88, 49.04], [19, 52.39], [20, 52.78], [-1, 55.93], [0, 57.26]]",p111-135223.csv,"2025-12-04 13:09:41.959324",183
111,vulvaires,4883,"[[-4883, 2.16], [-36, 10.93], [1, 17.97], [0, 19.35]]",p111-135223.csv,"2025-12-04 13:09:41.959324",184
111,dindon,1466,"[[-1466, 2.11], [-1206, 2.11], [-992, 3.86], [62, 7.93], [-26, 9.88], [-15, 14.27], [2, 17.61], [0, 19.34]]",p111-135223.csv,"2025-12-04 13:09:41.959324",185
111,voiture,4854,"[[-4854, 1.45], [-4730, 1.45], [-4583, 2.51], [-4584, 2.51], [-4390, 3.64], [-18, 10.23], [3, 12.63], [3, 12.63], [2, 13.04], [3, 13.57], [-1, 14.98], [0, 16.8]]",p111-135223.csv,"2025-12-04 13:09:41.959324",186
111,gaspillages,2038,"[[-2038, 1.97], [-1768, 1.97], [-1603, 2.76], [-1604, 2.76], [-1419, 3.37], [527, 5.08], [129, 7.83], [-18, 10.45], [-18, 10.45], [6, 14.35], [-1, 16.06], [0, 17.44]]",p111-135223.csv,"2025-12-04 13:09:41.959324",187
111,dame,1214,"[[-1214, 2.31], [-828, 3.27], [-740, 4.24], [74, 4.98], [-157, 7.68], [42, 9.59], [11, 14.49], [12, 14.77], [-2, 18.33], [0, 20.04]]",p111-135223.csv,"2025-12-04 13:09:41.959324",188
111,vestiaires,4780,"[[-4780, 1.31], [-4588, 1.31], [-4442, 2.35], [-4443, 2.35], [-4296, 3.47], [-4296, 4.56], [77, 8.95], [-7, 11.35], [-11, 12.24], [1, 14.67], [0, 16.1]]",p111-135223.csv,"2025-12-04 13:09:41.959324",189
112,gaspillages,2038,"[[-2038, 1.46], [-383, 2.53], [-538, 2.55], [-538, 3.94], [-160, 3.94], [-160, 5.0], [353, 6.56], [82, 8.39], [82, 9.37], [-3, 15.5], [0, 18.87]]",p112-135915.csv,"2025-12-04 13:11:36.362368",190
112,raison,3691,"[[-1649, 1.51], [-1300, 2.66], [-1304, 2.66], [-1294, 2.67], [-864, 5.69], [-61, 9.83], [-177, 12.94], [-200, 14.71], [-65, 20.79], [-3, 22.55], [0, 25.38]]",p112-135915.csv,"2025-12-04 13:11:36.362368",191
112,vulvaires,4883,"[[-4883, 1.27], [-487, 4.4], [-216, 5.62], [-148, 6.98], [6, 15.78], [0, 18.39]]",p112-135915.csv,"2025-12-04 13:11:36.362368",192
112,dame,1214,"[[-1214, 1.0], [-517, 2.37], [93, 4.75], [93, 4.75], [-3, 9.67], [0, 12.01]]",p112-135915.csv,"2025-12-04 13:11:36.362368",193
112,vestiaires,4780,"[[-4780, 3.64], [-16, 8.29], [0, 13.82]]",p112-135915.csv,"2025-12-04 13:11:36.362368",194
112,galonner,2026,"[[-2026, 1.4], [142, 5.06], [142, 5.06], [67, 9.78], [69, 10.31], [-2, 19.04], [-1, 19.4], [-3, 20.74], [0, 22.75]]",p112-135915.csv,"2025-12-04 13:11:36.362368",195
112,rouillures,4065,"[[-4065, 2.62], [-3699, 2.62], [-3699, 3.87], [-3272, 3.87], [-948, 6.35], [-357, 8.42], [-231, 9.08], [1, 19.64], [-2, 20.2], [0, 21.84]]",p112-135915.csv,"2025-12-04 13:11:36.362368",196
112,damasquinerie,1213,"[[-1213, 1.28], [-798, 1.28], [-545, 2.05], [326, 5.42], [6, 22.75], [7, 23.16], [6, 23.57], [7, 24.13], [-1, 25.57], [0, 27.39]]",p112-135915.csv,"2025-12-04 13:11:36.362368",197
112,guerre,2122,"[[-80, 2.7], [-80, 3.73], [-81, 4.21], [2, 8.98], [0, 9.71], [1, 10.04], [0, 11.08]]",p112-135915.csv,"2025-12-04 13:11:36.362368",198
112,dindon,1466,"[[-1466, 1.1], [25, 4.03], [58, 6.76], [-3, 10.7], [-2, 10.89], [-7, 11.82], [0, 14.62]]",p112-135915.csv,"2025-12-04 13:11:36.362368",199
112,voiture,4854,"[[-4854, 1.14], [-32, 3.51], [-31, 3.74], [-32, 4.57], [-8, 8.19], [-9, 8.83], [0, 13.15]]",p112-135915.csv,"2025-12-04 13:11:36.362368",200
112,récurrence,3783,"[[41, 3.43], [41, 3.43], [40, 4.06], [41, 4.43], [-3, 9.45], [-2, 10.63], [-2, 10.63], [-8, 13.3], [-7, 14.4], [-2, 16.97], [1, 18.23], [0, 19.65]]",p112-135915.csv,"2025-12-04 13:11:36.362368",201
113,dindon,1466,"[[-1245, 0.76], [-1157, 1.52], [-1158, 1.52], [-847, 2.67], [125, 5.78], [10, 6.62], [10, 7.3], [0, 9.02]]",p113-151840.csv,"2025-12-10 14:23:29.088121",202
113,damasquinerie,1213,"[[-1213, 1.06], [-1108, 1.06], [-420, 1.95], [221, 4.88], [200, 7.14], [98, 18.78], [131, 27.2], [117, 32.54], [104, 37.0], [109, 40.81], [109, 40.81], [-5, 48.46], [-5, 48.46], [11, 51.58], [-1, 54.22], [0, 55.77]]",p113-151840.csv,"2025-12-10 14:23:29.088121",203
113,vulvaires,4883,"[[-4883, 1.53], [-4652, 1.53], [-120, 2.24], [-119, 4.34], [-4, 18.78], [0, 21.66]]",p113-151840.csv,"2025-12-10 14:23:29.088121",204
113,récurrence,3783,"[[-3783, 1.67], [612, 6.82], [613, 6.82], [273, 7.05], [-133, 7.99], [234, 9.6], [226, 11.03], [0, 35.73]]",p113-151840.csv,"2025-12-10 14:23:29.088121",205
113,vestiaires,4780,"[[-4780, 1.18], [-55, 2.5], [42, 3.76], [42, 3.76], [-12, 7.62], [2, 9.13], [-2, 10.01], [0, 11.6]]",p113-151840.csv,"2025-12-10 14:23:29.088121",206
113,dame,1214,"[[-1214, 1.26], [-91, 2.14], [93, 2.98], [93, 4.11], [93, 4.11], [-2, 11.29], [0, 12.83]]",p113-151840.csv,"2025-12-10 14:23:29.088121",207
113,guerre,2122,"[[-2122, 1.0], [1416, 2.5], [-751, 4.48], [-12, 6.53], [-12, 6.53], [-77, 11.06], [-45, 16.13], [-60, 18.23], [-52, 21.83], [-82, 25.21], [-15, 29.91], [4, 33.09], [0, 35.76]]",p113-151840.csv,"2025-12-10 14:23:29.088121",208
113,raison,3691,"[[-3691, 1.54], [152, 5.78], [-187, 5.78], [-195, 7.29], [-206, 7.53], [7, 11.45], [16, 12.5], [-1, 14.13], [0, 15.64]]",p113-151840.csv,"2025-12-10 14:23:29.088121",209
113,galonner,2026,"[[-2026, 1.09], [16, 3.03], [-3, 4.73], [-3, 4.73], [16, 7.15], [-3, 10.89], [0, 13.04]]",p113-151840.csv,"2025-12-10 14:23:29.088121",210
113,gaspillages,2038,"[[-2038, 1.62], [-102, 4.01], [-218, 5.09], [-54, 5.57], [-5, 5.81], [43, 6.08], [43, 8.37], [-16, 11.66], [7, 14.13], [-2, 16.2], [0, 17.51]]",p113-151840.csv,"2025-12-10 14:23:29.088121",211
113,rouillures,4065,"[[-4065, 1.24], [-319, 3.0], [-735, 3.46], [-280, 3.66], [-276, 3.74], [-223, 5.29], [-144, 6.05], [-129, 6.08], [20, 7.29], [-38, 8.95], [-35, 10.38], [2, 15.31], [0, 16.53]]",p113-151840.csv,"2025-12-10 14:23:29.088121",212
113,voiture,4854,"[[-4854, 1.45], [-90, 2.49], [0, 7.34], [-1, 7.85], [0, 8.14], [-2, 8.56], [-1, 9.11], [-2, 10.22], [-2, 10.22], [0, 11.49]]",p113-151840.csv,"2025-12-10 14:23:29.088121",213
2,dindon,1466,"[[-1466, 1.4], [0, 4.38], [-32, 5.15], [0, 5.85], [-11, 7.63], [-11, 7.63], [2, 13.83], [0, 16.15]]",p2-115156.csv,"2026-01-08 13:58:59.415581",214
2,rouillures,4065,"[[-4065, 2.08], [-223, 8.43], [-276, 8.9], [101, 12.64], [59, 14.73], [-223, 15.6], [-14, 22.62], [1, 27.0], [1, 27.0], [0, 28.25]]",p2-115156.csv,"2026-01-08 13:58:59.415581",215
2,récurrence,3783,"[[142, 3.75], [69, 4.4], [69, 5.15], [59, 7.54], [-6, 22.42], [-6, 22.42], [0, 25.67]]",p2-115156.csv,"2026-01-08 13:58:59.415581",216
2,vestiaires,4780,"[[-4684, 0.77], [-4576, 2.83], [-17, 10.74], [3, 15.47], [0, 17.8]]",p2-115156.csv,"2026-01-08 13:58:59.415581",217
2,raison,3691,"[[77, 4.63], [15, 7.38], [0, 13.12]]",p2-115156.csv,"2026-01-08 13:58:59.415581",218
2,voiture,4854,"[[-4854, 1.02], [-4660, 1.02], [-4493, 3.5], [-81, 10.9], [-25, 20.42], [-287, 20.42], [-286, 20.42], [-404, 25.22], [-395, 25.35], [-7, 30.3], [0, 32.65]]",p2-115156.csv,"2026-01-08 13:58:59.415581",219
2,guerre,2122,"[[-1958, 0.58], [-1761, 2.08], [34, 5.88], [-102, 7.3], [-7, 11.18], [3, 11.87], [3, 12.45], [840, 12.83], [-70, 14.82], [3, 16.47], [3, 17.93], [3, 20.57], [8, 22.63], [8, 22.63], [0, 25.0]]",p2-115156.csv,"2026-01-08 13:58:59.415581",220
2,gaspillages,2038,"[[673, 6.47], [-206, 7.5], [-206, 7.7], [-342, 8.38], [24, 11.32], [14, 11.32], [-7, 13.94], [-7, 13.94], [1, 17.54], [1, 17.54]]",p2-115156.csv,"2026-01-08 13:58:59.415581",221
2,galonner,2026,"[[-2026, 1.12], [36, 4.65], [-6, 5.35], [5, 6.27], [5, 6.83], [15, 8.03], [5, 8.03], [-6, 10.05], [15, 10.05], [120, 11.48], [130, 11.6], [-100, 12.28], [-79, 12.83], [-299, 13.48], [57, 14.28], [-6, 17.18], [-6, 17.18], [0, 20.58]]",p2-115156.csv,"2026-01-08 13:58:59.415581",222
2,vulvaires,4883,"[[-89, 5.0], [-78, 5.43], [-26, 8.25], [-560, 8.56], [-5, 15.19], [-4, 17.24], [-3, 18.57], [0, 21.02]]",p2-115156.csv,"2026-01-08 13:58:59.415581",223
2,damasquinerie,1213,"[[-1213, 1.03], [985, 3.98], [-93, 4.78], [22, 6.05], [54, 6.28], [-30, 7.0], [12, 8.58], [12, 10.64], [-1, 15.72]]",p2-115156.csv,"2026-01-08 13:58:59.415581",224
2,dame,1214,"[[94, 2.77], [-94, 3.37], [0, 6.42], [11, 7.12], [11, 8.92], [11, 8.92], [-2, 12.17], [0, 13.7]]",p2-115156.csv,"2026-01-08 13:58:59.415581",225
3,gaspillages,2038,"[[-2038, 2.37], [3, 3.85], [-39, 4.43], [24, 5.03], [3, 6.59], [-4, 7.94], [1, 9.64], [0, 10.8]]",p3-143142.csv,"2026-01-08 13:59:17.226262",226
3,damasquinerie,1213,"[[-589, 1.6], [-574, 1.75], [33, 4.53], [1, 5.97], [22, 7.39], [22, 7.39], [5, 9.22], [8, 9.78], [-1, 11.44], [1, 11.99], [0, 13.03]]",p3-143142.csv,"2026-01-08 13:59:17.226262",227
3,dindon,1466,"[[-807, 0.7], [-803, 1.23], [20, 8.54], [20, 8.54], [-1, 14.01]]",p3-143142.csv,"2026-01-08 13:59:17.226262",228
3,galonner,2026,"[[162, 1.58], [-68, 1.88], [130, 2.43], [47, 3.17], [57, 3.63], [-2, 7.16], [0, 8.47]]",p3-143142.csv,"2026-01-08 13:59:17.226262",229
3,vulvaires,4883,"[[-4883, 2.05], [-1240, 3.05], [-1523, 3.63], [-999, 4.9], [-2004, 7.33], [-162, 13.25], [-443, 13.25], [-1565, 18.62], [-895, 26.17], [-947, 26.7], [-99, 35.61], [-99, 35.61], [-104, 36.42], [-38, 43.69], [-39, 44.48], [-30, 45.57], [-32, 46.06], [-29, 46.68], [-48, 48.8], [-8, 53.9], [-11, 54.42], [3, 55.95], [-1, 57.06]]",p3-143142.csv,"2026-01-08 13:59:17.226262",230
3,dame,1214,"[[63, 3.0], [-21, 4.44], [1, 7.43], [-1, 8.0]]",p3-143142.csv,"2026-01-08 13:59:17.226262",231
3,récurrence,3783,"[[111, 2.7], [-11, 10.72], [-8, 12.61], [-4, 13.86], [-5, 14.12], [1, 15.7]]",p3-143142.csv,"2026-01-08 13:59:17.226262",235
3,raison,3691,"[[67, 2.28], [67, 2.28], [49, 5.28], [-205, 5.3], [-208, 5.78], [-205, 5.95], [36, 8.12], [25, 9.38], [0, 13.2], [1, 13.7]]",p3-143142.csv,"2026-01-08 13:59:17.226262",236
3,vestiaires,4780,"[[-4780, 1.1], [-1221, 1.82], [-1221, 2.5], [25, 5.98], [-17, 8.2], [-17, 8.2], [1, 11.58]]",p3-143142.csv,"2026-01-08 13:59:17.226262",237
3,guerre,2122,"[[495, 1.95], [338, 3.32], [380, 4.35], [-133, 5.37], [-49, 8.23], [-70, 9.02], [3, 11.65], [-55, 18.04], [-54, 19.19], [5, 25.27], [1, 25.95], [2, 26.28]]",p3-143142.csv,"2026-01-08 13:59:17.226262",238
3,rouillures,4065,"[[-4065, 1.17], [-503, 2.37], [-533, 2.37], [-533, 3.58], [-516, 3.87], [-223, 4.52], [-265, 5.4], [38, 8.83], [7, 10.46], [-1, 12.59]]",p3-143142.csv,"2026-01-08 13:59:17.226262",239
3,voiture,4854,"[[-4854, 1.07], [-1497, 3.22], [-1566, 3.22], [-1566, 4.22], [-1283, 4.22], [-1234, 4.82], [-1222, 4.88], [-102, 9.28], [-112, 9.78], [-81, 10.77], [-81, 11.13], [4, 18.67], [-2, 19.74]]",p3-143142.csv,"2026-01-08 13:59:17.226262",240
4,gaspillages,2038,"[[-2038, 1.3], [139, 3.77], [-1096, 5.28], [-1012, 6.7], [-1117, 9.1], [-1106, 9.1], [924, 13.87], [77, 15.72], [537, 17.42], [181, 18.65], [171, 18.9], [66, 20.08], [77, 21.25], [-7, 27.0], [-7, 27.0], [1, 29.59], [0, 30.8]]",p4-143902.csv,"2026-01-08 13:59:46.451119",241
4,rouillures,4065,"[[-4065, 3.02], [-3940, 3.02], [-3831, 5.1], [-181, 9.57], [-162, 12.69], [-162, 12.69], [-164, 13.35], [-133, 19.83], [-119, 20.25], [28, 22.78], [-14, 24.42], [-14, 24.42], [-1, 28.39], [0, 30.23]]",p4-143902.csv,"2026-01-08 13:59:46.451119",242
4,guerre,2122,"[[-2122, 1.47], [-1938, 1.47], [-1752, 3.55], [3, 6.5], [-49, 7.13], [-39, 7.95], [-39, 8.52], [-28, 10.38], [7, 15.02], [7, 15.02], [0, 17.43], [1, 18.69], [1, 18.69], [-1, 19.6], [0, 21.12]]",p4-143902.csv,"2026-01-08 13:59:46.451119",243
4,dame,1214,"[[-1214, 1.6], [-1089, 1.6], [-961, 3.65], [178, 7.77], [168, 7.77], [11, 11.82], [21, 13.58], [21, 13.58], [20, 14.6], [-1, 18.89], [0, 20.12]]",p4-143902.csv,"2026-01-08 13:59:46.451119",244
4,galonner,2026,"[[-1862, 0.98], [-1714, 2.98], [204, 4.57], [89, 6.37], [-16, 9.22], [26, 10.02], [5, 11.73], [5, 11.73], [6, 12.56], [-3, 14.46], [0, 16.57]]",p4-143902.csv,"2026-01-08 13:59:46.451119",245
4,vestiaires,4780,"[[-4780, 1.33], [-4616, 1.33], [-4615, 1.62], [-4616, 1.62], [-4429, 2.52], [-1137, 8.32], [-1199, 8.32], [-1189, 8.6], [-90, 11.58], [-195, 12.4], [35, 14.48], [25, 14.48], [25, 15.1], [46, 16.18], [-28, 18.27], [-36, 20.92], [4, 32.16], [4, 32.16], [0, 35.23]]",p4-143902.csv,"2026-01-08 13:59:46.451119",246
4,voiture,4854,"[[-4854, 1.05], [-4699, 1.05], [-4493, 1.95], [-834, 4.23], [-897, 4.52], [-719, 5.82], [-795, 5.82], [-782, 6.08], [-70, 7.78], [-154, 9.58], [-91, 11.53], [-81, 12.12], [-81, 12.57], [-39, 13.93], [-39, 14.77], [-7, 16.56], [1, 19.03], [0, 20.18]]",p4-143902.csv,"2026-01-08 13:59:46.451119",247
4,raison,3691,"[[-3691, 1.02], [-1472, 2.38], [-1556, 3.07], [130, 6.5], [46, 6.5], [-6, 9.81], [-6, 9.81], [1, 12.61], [0, 13.7]]",p4-143902.csv,"2026-01-08 13:59:46.451119",248
4,damasquinerie,1213,"[[-1213, 1.63], [-1019, 1.63], [-930, 4.23], [253, 5.32], [190, 5.73], [221, 6.15], [-9, 9.63], [54, 10.75], [4, 17.11], [-1, 18.79], [0, 20.28]]",p4-143902.csv,"2026-01-08 13:59:46.451119",249
4,récurrence,3783,"[[-3638, 0.9], [-3644, 3.02], [-3442, 3.02], [1095, 4.07], [603, 6.57], [624, 7.25], [153, 13.62], [-35, 15.7], [-5, 19.61], [0, 22.25]]",p4-143902.csv,"2026-01-08 13:59:46.451119",250
4,vulvaires,4883,"[[-4883, 1.05], [-5, 2.05], [-162, 2.83], [6, 15.28], [-2, 16.97], [-1, 17.59], [-4, 18.89], [0, 21.3]]",p4-143902.csv,"2026-01-08 13:59:46.451119",251
4,dindon,1466,"[[167, 4.58], [52, 7.57], [52, 8.16], [-3, 16.62], [0, 18.53]]",p4-143902.csv,"2026-01-08 13:59:46.451119",252
